Event	ID	Name			Wwise Object Path	Notes
	51240863	Play_Level_Win			\Default Work Unit\MUS\Play_Level_Win	
	66789758	Play_buttonhover_menu			\Default Work Unit\UI\Play_buttonhover_menu	
	97727228	Cannon_Fire_Bugbear			\Default Work Unit\SFX\Zeppelin\Cannon_Fire_Bugbear	
	300927168	Play_WoodTower_Damaged			\Default Work Unit\SFX\Tower\Play_WoodTower_Damaged	
	487846446	Play_Goblin_Celebration			\Default Work Unit\Play_Goblin_Celebration	
	557932600	Play_Level_Music			\Default Work Unit\MUS\Play_Level_Music	
	737768043	Play_WoodTower_Attack			\Default Work Unit\SFX\Tower\Play_WoodTower_Attack	
	834063403	Resume_Level_Music			\Default Work Unit\MUS\Resume_Level_Music	
	844605027	Play_City_Damaged			\Default Work Unit\SFX\Tower\Play_City_Damaged	
	853173628	Play_Coins_Falling			\Default Work Unit\Play_Coins_Falling	
	871756690	Play_City_Spell_End			\Default Work Unit\SFX\Tower\Play_City_Spell_End	
	880038383	Set_State_Game_Paused			\Default Work Unit\Set_State_Game_Paused	
	914471075	Play_Zeppelin_Destroyed			\Default Work Unit\Play_Zeppelin_Destroyed	
	1029053404	Play_Splash_Screen_Digi			\Default Work Unit\UI\Play_Splash_Screen_Digi	
	1168262086	Play_Zeppelin_Spawn_Bugbear			\Default Work Unit\SFX\Zeppelin\Play_Zeppelin_Spawn_Bugbear	
	1177687250	Play_Zeppelin_Upgrade_Speed			\Default Work Unit\SFX\Zeppelin\Play_Zeppelin_Upgrade_Speed	
	1202908975	Stop_Credit_Music			\Default Work Unit\MUS\Stop_Credit_Music	
	1205173799	Play_StoneTower_Attack			\Default Work Unit\SFX\Tower\Play_StoneTower_Attack	
	1222231042	Play_Splash_Screen_NBI			\Default Work Unit\UI\Play_Splash_Screen_NBI	
	1697518767	Play_buttonhover_level			\Default Work Unit\UI\Play_buttonhover_level	
	1713356576	Play_buttonclick_01			\Default Work Unit\UI\Play_buttonclick_01	
	1713356578	Play_buttonclick_03			\Default Work Unit\UI\Play_buttonclick_03	
	1713356579	Play_buttonclick_02			\Default Work Unit\UI\Play_buttonclick_02	
	1713356581	Play_buttonclick_04			\Default Work Unit\UI\Play_buttonclick_04	
	1843752364	Play_GoldPile			\Default Work Unit\UI\Play_GoldPile	
	2023560711	Play_Zeppelin_Damaged			\Default Work Unit\SFX\Zeppelin\Play_Zeppelin_Damaged	
	2043821631	Play_Zeppelin_Upgrade_Health			\Default Work Unit\SFX\Zeppelin\Play_Zeppelin_Upgrade_Health	
	2097415741	Play_Credit_Music			\Default Work Unit\MUS\Play_Credit_Music	
	2152679746	Cannon_Fire_Gremlin			\Default Work Unit\SFX\Zeppelin\Cannon_Fire_Gremlin	
	2228153899	Play_menu_music			\Default Work Unit\MUS\Play_menu_music	
	2339013412	Play_Level_Lose			\Default Work Unit\MUS\Play_Level_Lose	
	2383607268	Cannon_Fire_Tyrant			\Default Work Unit\SFX\Zeppelin\Cannon_Fire_Tyrant	
	2436887468	Play_Coin_Clink_Level			\Default Work Unit\UI\Play_Coin_Clink_Level	
	2592254617	Play_StoneTower_Destruction			\Default Work Unit\SFX\Tower\Play_StoneTower_Destruction	
	2688475861	Stop_Cannon_Fire_Gremlin			\Default Work Unit\SFX\Zeppelin\Stop_Cannon_Fire_Gremlin	
	2816493517	Play_WoodTower_Destruction			\Default Work Unit\SFX\Tower\Play_WoodTower_Destruction	
	2842146700	Play_StoneTower_Damaged			\Default Work Unit\SFX\Tower\Play_StoneTower_Damaged	
	2862239458	Pause_Level_Music			\Default Work Unit\MUS\Pause_Level_Music	
	2917290866	Play_Zeppelin_Spawn_Tyrant			\Default Work Unit\SFX\Zeppelin\Play_Zeppelin_Spawn_Tyrant	
	2983009038	Play_Zeppelin_Upgrade_Damage			\Default Work Unit\SFX\Zeppelin\Play_Zeppelin_Upgrade_Damage	
	3000472298	Set_State_Game_Unpaused			\Default Work Unit\Set_State_Game_Unpaused	
	3112137762	Play_City_Attack			\Default Work Unit\SFX\Tower\Play_City_Attack	
	3149838961	Play_City_Spell_Start			\Default Work Unit\SFX\Tower\Play_City_Spell_Start	
	3363216396	Play_LevelAmbience			\Default Work Unit\SFX\Play_LevelAmbience	
	3643286168	Play_Zeppelin_Spawn_Gremlin			\Default Work Unit\SFX\Zeppelin\Play_Zeppelin_Spawn_Gremlin	
	3826206711	Play_ZeppelinHover			\Default Work Unit\UI\Play_ZeppelinHover	
	3873832695	Play_City_Destroyed			\Default Work Unit\SFX\Tower\Play_City_Destroyed	
	3945748993	Stop_Menu_Music			\Default Work Unit\MUS\Stop_Menu_Music	
	3951251861	Stop_Cannon_Fire_Tyrant			\Default Work Unit\SFX\Zeppelin\Stop_Cannon_Fire_Tyrant	
	4055353338	Stop_Level_Music			\Default Work Unit\MUS\Stop_Level_Music	
	4209888250	Play_Banner_Lower			\Default Work Unit\Play_Banner_Lower	
	4259398677	Play_Action_Blocked			\Default Work Unit\Play_Action_Blocked	
	4273342723	Stop_Cannon_Fire_Bugbear			\Default Work Unit\SFX\Zeppelin\Stop_Cannon_Fire_Bugbear	

State Group	ID	Name			Wwise Object Path	Notes
	3092587493	Pause			\Default Work Unit\Pause	

State	ID	Name	State Group			Notes
	748895195	None	Pause			
	2729684577	Game_Unpaused	Pause			
	3367563548	Game_Paused	Pause			

Custom State	ID	Name	State Group	Owner		Notes
	506580606	Game_Paused	Pause	\Interactive Music Hierarchy\Default Work Unit\Level Music		

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	387472755	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\Ambient\Lost ambience\sfx_exra\Silence\Wwise Silence	
	917922154	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\Ambient\Lost ambience\sfx_exra\Silence_01\Wwise Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	21932249	sfx_tank_04	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_tank_04_3E74E552.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient\Lost ambience\sfx_exra\StoneTower_Attack\sfx_tank_04		570620
	32947321	sfx_ambient_floor_loop	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_ambient_floor_loop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient\sfx_ambient_floor_loop		7289810
	46258184	City_Spell_End	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\SFX_Tower_Repair_End_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tower\City\City_Spell_End		576064
	87401305	sfx_update_woodtower_destruction_05	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_update_woodtower_destruction_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tower\Wood\WoodenTower_Destruction\sfx_update_woodtower_destruction_05		718584
	105012500	sfx_ui_coinclink_01	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_ui_coinclink_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Level_UI\Coin_Clink\sfx_ui_coinclink_01		37046
	111068676	buttonclick_01	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_ui_buttonclick_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Level_UI\buttonclick_01		39822
	116264625	sfx_Zeppelin_HealthUpgrade_03	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_Zeppelin_HealthUpgrade_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zeppelin\Health_Upgrade\sfx_Zeppelin_HealthUpgrade_03		158204
	116695629	sfx_Zeppelin_SpeedUpgrade_01	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_Zeppelin_SpeedUpgrade_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zeppelin\Speed_Upgrade\sfx_Zeppelin_SpeedUpgrade_01		270688
	131052993	buttonclick_03	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_ui_buttonclick_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Level_UI\buttonclick_03		29686
	144410768	sfx_woodtower_damaged_04_	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_woodtower_damaged_04__10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tower\Wood\WoodenTower_Damaged\sfx_woodtower_damaged_04_		190352
	150154597	sfx_Zeppelin_WeaponUpgrade_01	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_Zeppelin_WeaponUpgrade_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zeppelin\Damage_Upgrade\sfx_Zeppelin_WeaponUpgrade_01		258524
	167627178	sfx_tank_02	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_tank_02_6D5004E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient\Lost ambience\sfx_exra\StoneTower_Attack\sfx_tank_02		502712
	197891623	sfx_city_destruction_1stpass	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_city_destruction_1stpass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tower\City\City_Destroyed\sfx_city_destruction_1stpass		725508
	223358758	sfx_update_woodtower_destruction_01	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_update_woodtower_destruction_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tower\Wood\WoodenTower_Destruction\sfx_update_woodtower_destruction_01		718584
	236215768	sfx_woodentower_ballista_02	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_woodentower_ballista_02_EF5BE17A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tower\Wood\WoodenTower_Ballista\sfx_woodentower_ballista_02		200222
	277644435	sfx_update_woodtower_destruction_03	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_update_woodtower_destruction_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tower\Wood\WoodenTower_Destruction\sfx_update_woodtower_destruction_03		718584
	294848901	buttonhover_level	C:\Users\glowc\Desktop\no_bad_ideas\trunk\Tech\NoBadIdeas\Mayhem_Wwise\Cache\Windows\SFX\sfx_buttonhover_level_17F0E3B4.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Level_UI\buttonhover_level		8988
